u,T,q*,tau,hb,u(s),#,taut,tauc,Da
11.9,10.3,-141,0.356,237,20.3,1404,199.3,122.8,1.6
11.9,10.3,-141,0.356,279,20.3,1405,189.1,122.8,1.5
11.9,10.3,-141,0.432,196,22.1,1406,263.8,122.8,2.1
11.9,10.3,-141,0.432,237,22.1,1407,308.0,122.8,2.5
11.9,10.3,-59,0.203,155,15.5,1408,265.5,122.8,2.2
11.9,10.3,-59,0.203,196,15.5,1409,194.9,122.8,1.6
11.9,10.3,-59,0.279,113,18.1,1410,184.4,122.8,1.5
11.9,10.3,-59,0.279,155,18.1,1411,232.9,122.8,1.9
11.9,10.3,-59,0.279,196,18.1,1412,210.5,122.8,1.7
11.9,10.3,-59,0.279,237,18.1,1413,188.2,122.8,1.5
11.9,10.3,-59,0.356,196,20.3,1414,191.2,122.8,1.6
11.9,10.3,-59,0.356,237,20.3,1415,495.8,122.8,4.0
11.9,13.6,-384,0.279,72,18.1,1416,212.8,82.8,2.6
11.9,13.6,-384,0.356,113,20.3,1417,203.7,82.8,2.5
11.9,13.6,-384,0.356,155,20.3,1418,194.2,82.8,2.3
11.9,13.6,-303,0.279,30,18.1,1419,207.7,82.8,2.5
11.9,13.6,-303,0.279,72,18.1,1420,242.8,82.8,2.9
11.9,13.6,-303,0.279,113,18.1,1421,215.1,82.8,2.6
11.9,13.6,-303,0.356,113,20.3,1422,198.2,82.8,2.4
11.9,13.6,-303,0.356,155,20.3,1423,225.1,82.8,2.7
11.9,13.6,-303,0.356,196,20.3,1424,179.8,82.8,2.2
11.9,13.6,-222,0.279,113,18.1,1425,228.5,82.8,2.8
11.9,13.6,-222,0.279,155,18.1,1426,213.8,82.8,2.6
11.9,13.6,-222,0.279,196,18.1,1427,182.8,82.8,2.2
11.9,13.6,-222,0.279,237,18.1,1428,232.2,82.8,2.8
11.9,13.6,-222,0.356,113,20.3,1429,243.1,82.8,2.9
11.9,13.6,-222,0.356,155,20.3,1430,207.7,82.8,2.5
11.9,13.6,-222,0.356,196,20.3,1431,174.3,82.8,2.1
11.9,13.6,-222,0.356,237,20.3,1432,200.1,82.8,2.4
11.9,13.6,-141,0.203,113,15.5,1433,221.1,82.8,2.7
11.9,13.6,-141,0.203,155,15.5,1434,200.0,82.8,2.4
11.9,13.6,-141,0.203,196,15.5,1435,188.0,82.8,2.3
11.9,13.6,-141,0.203,237,15.5,1436,190.1,82.8,2.3
11.9,13.6,-141,0.279,72,18.1,1437,213.4,82.8,2.6
11.9,13.6,-141,0.279,155,18.1,1438,231.7,82.8,2.8
11.9,13.6,-141,0.279,196,18.1,1439,192.6,82.8,2.3
11.9,13.6,-141,0.279,237,18.1,1440,206.4,82.8,2.5
11.9,13.6,-141,0.279,279,18.1,1441,210.1,82.8,2.5
11.9,13.6,-141,0.279,320,18.1,1442,233.6,82.8,2.8
11.9,13.6,-141,0.356,113,20.3,1443,194.9,82.8,2.4
11.9,13.6,-141,0.356,155,20.3,1444,209.2,82.8,2.5
11.9,13.6,-141,0.356,196,20.3,1445,254.4,82.8,3.1
11.9,13.6,-141,0.356,237,20.3,1446,234.1,82.8,2.8
11.9,13.6,-141,0.356,279,20.3,1447,381.9,82.8,4.6
11.9,13.6,-59,0.203,155,15.5,1448,233.3,82.8,2.8
11.9,13.6,-59,0.279,113,18.1,1449,229.9,82.8,2.8
11.9,13.6,-59,0.279,155,18.1,1450,222.3,82.8,2.7
11.9,13.6,-59,0.279,196,18.1,1451,188.4,82.8,2.3
11.9,16.9,-465,0.279,113,18.1,1452,234.2,56.8,4.1
11.9,16.9,-465,0.356,113,20.3,1453,217.7,56.8,3.8
11.9,16.9,-384,0.203,72,15.5,1454,208.5,56.8,3.7
11.9,16.9,-384,0.279,30,18.1,1455,186.7,56.8,3.3
11.9,16.9,-384,0.279,72,18.1,1456,229.6,56.8,4.0
11.9,16.9,-384,0.279,113,18.1,1457,203.6,56.8,3.6
11.9,16.9,-384,0.356,113,20.3,1458,191.4,56.8,3.4
11.9,16.9,-303,0.279,113,18.1,1459,193.9,56.8,3.4
11.9,16.9,-303,0.279,155,18.1,1460,221.4,56.8,3.9
11.9,16.9,-303,0.279,196,18.1,1461,186.6,56.8,3.3
11.9,16.9,-303,0.356,113,20.3,1462,219.9,56.8,3.9
11.9,16.9,-303,0.356,196,20.3,1463,196.0,56.8,3.5
11.9,16.9,-222,0.203,72,15.5,1464,220.8,56.8,3.9
11.9,16.9,-222,0.203,113,15.5,1465,216.2,56.8,3.8
11.9,16.9,-222,0.203,155,15.5,1466,244.1,56.8,4.3
11.9,16.9,-222,0.279,113,18.1,1467,209.9,56.8,3.7
11.9,16.9,-222,0.279,155,18.1,1468,208.5,56.8,3.7
11.9,16.9,-222,0.279,196,18.1,1469,189.4,56.8,3.3
11.9,16.9,-222,0.356,113,20.3,1470,210.0,56.8,3.7
11.9,16.9,-141,0.203,113,15.5,1471,214.8,56.8,3.8
11.9,16.9,-141,0.203,155,15.5,1472,238.8,56.8,4.2
11.9,16.9,-141,0.279,155,18.1,1473,218.7,56.8,3.9
11.9,20.2,-546,0.279,72,18.1,1474,213.6,41.5,5.1
11.9,20.2,-546,0.279,113,18.1,1475,208.4,41.5,5.0
11.9,20.2,-465,0.279,72,18.1,1476,202.0,41.5,4.9
11.9,20.2,-465,0.279,113,18.1,1477,200.7,41.5,4.8
11.9,20.2,-465,0.279,155,18.1,1478,200.9,41.5,4.8
11.9,20.2,-384,0.203,113,15.5,1479,199.3,41.5,4.8
11.9,20.2,-384,0.279,113,18.1,1480,229.0,41.5,5.5
11.9,20.2,-303,0.279,113,18.1,1481,208.0,41.5,5.0
11.9,20.2,-222,0.203,113,15.5,1482,224.8,41.5,5.4
11.9,20.2,-222,0.203,155,15.5,1483,215.9,41.5,5.2
11.9,20.2,-222,0.203,196,15.5,1484,194.6,41.5,4.7
11.9,20.2,-222,0.279,155,18.1,1485,199.7,41.5,4.8
11.9,20.2,-222,0.279,196,18.1,1486,191.6,41.5,4.6
11.9,20.2,-141,0.203,113,15.5,1487,224.7,41.5,5.4
11.9,20.2,-141,0.203,155,15.5,1488,213.3,41.5,5.1
11.9,23.4,103,0.279,30,18.1,1489,195.9,30.8,6.4
11.9,26.7,22,0.279,30,18.1,1490,197.5,23.5,8.4
11.9,26.7,22,0.279,72,18.1,1491,212.8,23.5,9.1
11.9,26.7,103,0.203,30,15.5,1492,219.5,23.5,9.3
11.9,26.7,103,0.203,72,15.5,1493,210.6,23.5,9.0
11.9,26.7,103,0.279,30,18.1,1494,226.8,23.5,9.6
11.9,26.7,103,0.279,72,18.1,1495,242.2,23.5,10.3
11.9,26.7,103,0.356,30,20.3,1496,190.3,23.5,8.1
13.1,0.5,-141,0.356,72,20.3,1497,200.2,482,0.4
13.1,3.7,-222,0.279,155,18.1,1498,188.2,299.4,0.6
13.1,3.7,-222,0.356,113,20.3,1499,194.3,299.4,0.6
13.1,3.7,-222,0.356,279,20.3,1500,188.7,299.4,0.6
13.1,3.7,-222,0.356,320,20.3,1501,172.9,299.4,0.6
13.1,3.7,-222,0.432,237,22.1,1502,171.8,299.4,0.6
13.1,3.7,-222,0.432,279,22.1,1503,179.3,299.4,0.6
13.1,3.7,-222,0.508,237,23.5,1504,381.6,299.4,1.3
13.1,3.7,-141,0.279,72,18.1,1505,188.6,299.4,0.6
13.1,3.7,-141,0.279,113,18.1,1506,203.0,299.4,0.7
13.1,3.7,-141,0.279,155,18.1,1507,178.7,299.4,0.6
13.1,3.7,-141,0.356,72,20.3,1508,206.2,299.4,0.7
13.1,3.7,-141,0.356,113,20.3,1509,185.1,299.4,0.6
13.1,3.7,-141,0.356,196,20.3,1510,160.6,299.4,0.5
13.1,3.7,-141,0.356,320,20.3,1511,631.5,299.4,2.1
13.1,3.7,-59,0.279,113,18.1,1512,217.3,299.4,0.7
13.1,7.0,-222,0.356,113,20.3,1513,190.6,188.4,1.0
13.1,7.0,-141,0.356,72,20.3,1514,192.2,188.4,1.0
13.1,7.0,-141,0.356,113,20.3,1515,244.0,188.4,1.3
13.1,7.0,-141,0.356,155,20.3,1516,200.6,188.4,1.1
13.1,7.0,-141,0.356,196,20.3,1517,176.7,188.4,0.9
13.1,7.0,-141,0.356,237,20.3,1518,199.9,188.4,1.1
13.1,7.0,-141,0.432,196,22.1,1519,220.5,188.4,1.2
13.1,7.0,-141,0.432,237,22.1,1520,219.9,188.4,1.2
13.1,7.0,-59,0.356,113,20.3,1521,196.5,188.4,1.0
13.1,10.3,-303,0.279,113,18.1,1522,184.2,122.8,1.5
13.1,10.3,-303,0.356,113,20.3,1523,205.1,122.8,1.7
13.1,10.3,-222,0.279,113,18.1,1524,192.4,122.8,1.6
13.1,10.3,-222,0.356,72,20.3,1525,201.2,122.8,1.6
13.1,10.3,-222,0.356,113,20.3,1526,208.3,122.8,1.7
13.1,10.3,-222,0.356,155,20.3,1527,217.8,122.8,1.8
13.1,10.3,-222,0.356,196,20.3,1528,190.5,122.8,1.6
13.1,10.3,-222,0.432,155,22.1,1529,176.2,122.8,1.4
13.1,10.3,-141,0.279,237,18.1,1530,190.3,122.8,1.5
13.1,10.3,-141,0.356,113,20.3,1531,187.7,122.8,1.5
13.1,10.3,-141,0.356,155,20.3,1532,203.0,122.8,1.7
13.1,10.3,-141,0.356,196,20.3,1533,201.6,122.8,1.6
13.1,10.3,-141,0.356,237,20.3,1534,189.4,122.8,1.5
13.1,10.3,-141,0.356,279,20.3,1535,164.5,122.8,1.3
13.1,10.3,-141,0.432,155,22.1,1536,198.6,122.8,1.6
13.1,10.3,-141,0.432,237,22.1,1537,196.8,122.8,1.6
13.1,10.3,-59,0.279,196,18.1,1538,197.0,122.8,1.6
13.1,10.3,-59,0.356,196,20.3,1539,180.9,122.8,1.5
13.1,13.6,-303,0.279,113,18.1,1540,196.9,82.8,2.4
13.1,13.6,-303,0.356,72,20.3,1541,213.6,82.8,2.6
13.1,13.6,-303,0.356,113,20.3,1542,187.0,82.8,2.3
13.1,13.6,-303,0.356,155,20.3,1543,192.8,82.8,2.3
13.1,13.6,-303,0.356,196,20.3,1544,179.8,82.8,2.2
13.1,13.6,-222,0.279,113,18.1,1545,203.7,82.8,2.5
13.1,13.6,-222,0.279,155,18.1,1546,221.8,82.8,2.7
13.1,13.6,-222,0.279,196,18.1,1547,196.9,82.8,2.4
13.1,13.6,-222,0.279,237,18.1,1548,179.4,82.8,2.2
13.1,13.6,-222,0.356,113,20.3,1549,249.3,82.8,3.0
13.1,13.6,-222,0.356,155,20.3,1550,221.8,82.8,2.7
13.1,13.6,-222,0.356,196,20.3,1551,270.3,82.8,3.3
13.1,13.6,-222,0.356,237,20.3,1552,162.4,82.8,2.0
13.1,13.6,-141,0.279,155,18.1,1553,207.2,82.8,2.5
13.1,13.6,-141,0.279,196,18.1,1554,180.7,82.8,2.2
13.1,13.6,-141,0.279,237,18.1,1555,187.6,82.8,2.3
13.1,13.6,-141,0.356,196,20.3,1556,190.8,82.8,2.3
13.1,16.9,-384,0.279,72,18.1,1557,230.2,56.8,4.1
13.1,16.9,-384,0.279,155,18.1,1558,209.4,56.8,3.7
13.1,16.9,-384,0.356,72,20.3,1559,178.8,56.8,3.1
13.1,16.9,-384,0.356,113,20.3,1560,190.2,56.8,3.3
13.1,16.9,-384,0.356,155,20.3,1561,197.2,56.8,3.5
13.1,16.9,-384,0.356,196,20.3,1562,158.0,56.8,2.8
13.1,16.9,-303,0.279,113,18.1,1563,199.8,56.8,3.5
13.1,16.9,-303,0.279,155,18.1,1564,215.5,56.8,3.8
13.1,16.9,-303,0.279,196,18.1,1565,175.3,56.8,3.1
13.1,16.9,-303,0.356,113,20.3,1566,203.6,56.8,3.6
13.1,16.9,-303,0.356,155,20.3,1567,188.3,56.8,3.3
13.1,16.9,-303,0.356,196,20.3,1568,168.6,56.8,3.0
13.1,16.9,-222,0.279,155,18.1,1569,207.3,56.8,3.6
13.1,20.2,-465,0.279,72,18.1,1570,187.4,41.5,4.5
13.1,20.2,-465,0.279,113,18.1,1571,192.6,41.5,4.6
13.1,20.2,-465,0.356,113,20.3,1572,216.5,41.5,5.2
13.1,20.2,-384,0.279,72,18.1,1573,188.6,41.5,4.5
13.1,20.2,-384,0.279,113,18.1,1574,207.8,41.5,5.0
13.1,20.2,-384,0.279,155,18.1,1575,192.7,41.5,4.6
13.1,20.2,-384,0.356,155,20.3,1576,195.1,41.5,4.7
13.1,20.2,-384,0.356,196,20.3,1577,173.7,41.5,4.2
13.1,20.2,-303,0.279,113,18.1,1578,242.2,41.5,5.8
13.1,20.2,-303,0.279,155,18.1,1579,205.0,41.5,4.9
13.1,20.2,-303,0.279,196,18.1,1580,188.1,41.5,4.5
13.1,20.2,-303,0.279,237,18.1,1581,176.5,41.5,4.3
13.1,20.2,-303,0.356,113,20.3,1582,192.7,41.5,4.6
13.1,20.2,-222,0.203,155,15.5,1583,193.3,41.5,4.7
13.1,20.2,-222,0.203,196,15.5,1584,201.2,41.5,4.8
13.1,20.2,-222,0.279,155,18.1,1585,203.3,41.5,4.9
13.1,20.2,-222,0.279,196,18.1,1586,174.5,41.5,4.2
13.1,23.4,103,0.356,30,20.3,1587,176.3,30.8,5.7
13.1,26.7,22,0.279,72,18.1,1588,195.1,23.5,8.3
13.1,26.7,103,0.279,30,18.1,1589,184.8,23.5,7.9
13.1,26.7,103,0.279,72,18.1,1590,205.0,23.5,8.7
14.3,7.0,-222,0.356,72,20.3,1591,185.4,188.4,1.0
14.3,7.0,-222,0.356,113,20.3,1592,202.2,188.4,1.1
14.3,7.0,-222,0.432,72,22.1,1593,196.9,188.4,1.0
14.3,7.0,-222,0.432,113,22.1,1594,203.7,188.4,1.1
14.3,10.3,-303,0.356,155,20.3,1595,206.8,122.8,1.7
14.3,10.3,-303,0.432,113,22.1,1596,173.1,122.8,1.4
14.3,10.3,-303,0.432,155,22.1,1597,186.9,122.8,1.5
14.3,10.3,-222,0.356,155,20.3,1598,232.8,122.8,1.9
14.3,10.3,-222,0.432,155,22.1,1599,180.2,122.8,1.5
14.3,10.3,-222,0.432,196,22.1,1600,153.5,122.8,1.3
14.3,13.6,-303,0.356,113,20.3,1601,178.3,82.8,2.2
14.3,13.6,-303,0.356,155,20.3,1602,182.5,82.8,2.2
14.3,13.6,-303,0.432,155,22.1,1603,223.4,82.8,2.7
14.3,13.6,-303,0.432,196,22.1,1604,166.5,82.8,2.0
14.3,13.6,-222,0.356,155,20.3,1605,192.5,82.8,2.3
14.3,13.6,-222,0.356,196,20.3,1606,160.2,82.8,1.9
14.3,16.9,-384,0.356,113,20.3,1607,192.3,56.8,3.4
14.3,20.2,-465,0.356,113,20.3,1608,206.5,41.5,5.0
14.3,20.2,-384,0.279,113,18.1,1609,183.1,41.5,4.4
14.3,20.2,-384,0.279,155,18.1,1610,183.1,41.5,4.4
14.3,20.2,-384,0.356,113,20.3,1611,177.9,41.5,4.3
14.3,20.2,-384,0.356,155,20.3,1612,188.0,41.5,4.5
14.3,20.2,-384,0.356,196,20.3,1613,158.0,41.5,3.8
14.3,20.2,-303,0.279,155,18.1,1614,190.9,41.5,4.6
14.3,20.2,-303,0.279,196,18.1,1615,182.3,41.5,4.4
